row_num,file,column,issue,dimension,example
131,customers.csv,email,Duplicate email,Uniqueness,joseph@yahoo.com
133,customers.csv,email,Duplicate email,Uniqueness,thomas@gmail.com
136,customers.csv,email,Duplicate email,Uniqueness,
140,customers.csv,email,Duplicate email,Uniqueness,travis@yahoo.com
142,customers.csv,email,Duplicate email,Uniqueness,joseph@yahoo.com
153,customers.csv,email,Duplicate email,Uniqueness,william@yahoo.com
164,customers.csv,email,Duplicate email,Uniqueness,
167,customers.csv,email,Duplicate email,Uniqueness,
168,customers.csv,email,Duplicate email,Uniqueness,lisa@yahoo.com
170,customers.csv,email,Duplicate email,Uniqueness,
171,customers.csv,email,Duplicate email,Uniqueness,
173,customers.csv,email,Duplicate email,Uniqueness,
177,customers.csv,email,Duplicate email,Uniqueness,justin@invalid
178,customers.csv,email,Duplicate email,Uniqueness,justin@hotmail.com
179,customers.csv,email,Duplicate email,Uniqueness,daniel@gmail.com
184,customers.csv,email,Duplicate email,Uniqueness,justin@hotmail.com
185,customers.csv,email,Duplicate email,Uniqueness,james@gmail.com
186,customers.csv,email,Duplicate email,Uniqueness,
187,customers.csv,email,Duplicate email,Uniqueness,jennifer@gmail.com
188,customers.csv,email,Duplicate email,Uniqueness,david@hotmail.com
191,customers.csv,email,Duplicate email,Uniqueness,
199,customers.csv,email,Duplicate email,Uniqueness,justin@invalid
200,customers.csv,email,Duplicate email,Uniqueness,thomas@gmail.com
201,customers.csv,email,Duplicate email,Uniqueness,travis@yahoo.com
202,customers.csv,email,Duplicate email,Uniqueness,jacqueline@hotmail.com
203,customers.csv,email,Duplicate email,Uniqueness,brandon@invalid
204,customers.csv,email,Duplicate email,Uniqueness,melissa@yahoo.com
205,customers.csv,email,Duplicate email,Uniqueness,james@gmail.com
206,customers.csv,email,Duplicate email,Uniqueness,
207,customers.csv,email,Duplicate email,Uniqueness,olivia@gmail.com
208,customers.csv,email,Duplicate email,Uniqueness,jose@yahoo.com
209,customers.csv,email,Duplicate email,Uniqueness,
15,orders.csv,order_date,Future order date,Timeliness,2026-02-03
18,orders.csv,order_date,Future order date,Timeliness,2025-11-01
25,orders.csv,order_date,Future order date,Timeliness,2025-11-07
146,orders.csv,order_date,Future order date,Timeliness,2026-01-10
163,orders.csv,order_date,Future order date,Timeliness,2025-11-23
175,orders.csv,order_date,Future order date,Timeliness,2025-11-22
248,orders.csv,order_date,Future order date,Timeliness,2025-12-10
340,orders.csv,order_date,Future order date,Timeliness,2026-02-14
348,orders.csv,order_date,Future order date,Timeliness,2026-08-30
381,orders.csv,order_date,Future order date,Timeliness,2025-12-22
439,orders.csv,order_date,Future order date,Timeliness,2026-06-05
443,orders.csv,order_date,Future order date,Timeliness,2026-05-30
466,orders.csv,order_date,Future order date,Timeliness,2025-11-06
472,orders.csv,order_date,Future order date,Timeliness,2025-12-04
495,orders.csv,order_date,Future order date,Timeliness,2026-07-02
530,orders.csv,order_date,Future order date,Timeliness,2025-10-29
580,orders.csv,order_date,Future order date,Timeliness,2026-02-26
664,orders.csv,order_date,Future order date,Timeliness,2026-01-29
716,orders.csv,order_date,Future order date,Timeliness,2026-02-16
730,orders.csv,order_date,Future order date,Timeliness,2025-11-17
835,orders.csv,order_date,Future order date,Timeliness,2026-03-09
857,orders.csv,order_date,Future order date,Timeliness,2026-04-06
893,orders.csv,order_date,Future order date,Timeliness,2026-01-16
954,orders.csv,order_date,Future order date,Timeliness,2026-02-02
998,orders.csv,order_date,Future order date,Timeliness,2026-09-21
2,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
44,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
55,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
61,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
71,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
72,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
74,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
89,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
110,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
123,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
151,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
155,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
164,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
176,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
179,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
192,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
204,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
213,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
221,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
246,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
248,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
251,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
253,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
268,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
270,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
271,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
283,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
285,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
292,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
302,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
314,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
317,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
324,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
325,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
327,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
352,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
368,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
384,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
388,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
394,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
402,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
405,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
411,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
415,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
417,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
425,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
434,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
447,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
451,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
452,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
460,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
462,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
484,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
485,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
508,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
510,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
512,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
541,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
543,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
549,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
551,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
560,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
564,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
570,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
578,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
582,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
585,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
595,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
615,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
630,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
633,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
641,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
642,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
654,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
655,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
660,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
662,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
664,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
677,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
679,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
693,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
701,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
724,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
732,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
741,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
744,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
782,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
784,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
805,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
825,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
831,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
833,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
838,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
841,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
857,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
878,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
880,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
886,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
893,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
916,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
924,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
940,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
943,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
945,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
952,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
961,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
975,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
979,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
987,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
993,orders.csv,customer_id,Orphan order (customer_id not found),Consistency,999999
2,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 2676.0
11,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 5295.0
20,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 900.0
49,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 2070.0
104,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,100 vs 682.0
127,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,300 vs 3606.0
169,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,100 vs 994.0
228,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 3632.0
262,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 354.0
330,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,400 vs 4460.0
354,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,500 vs 3230.0
372,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 3848.0
375,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 2514.0
416,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 6485.0
431,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 900.0
464,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 989.0
466,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,400 vs 7104.0
499,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs -200.0
515,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,300 vs 2967.0
536,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,400 vs 2236.0
555,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 4240.0
566,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 1776.0
574,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,300 vs 3909.0
579,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 2218.0
585,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,400 vs 4896.0
594,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 2058.0
598,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,500 vs 7045.0
600,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 6755.0
618,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,500 vs -250.0
640,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 4676.0
648,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,500 vs 5175.0
667,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,100 vs 588.0
680,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,300 vs 1632.0
696,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 2594.0
708,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 1420.0
711,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 95.0
726,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,500 vs -250.0
728,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 6620.0
772,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 444.0
800,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,200 vs 3848.0
815,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 1516.0
829,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 1115.0
845,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,300 vs 1764.0
868,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,100 vs 503.0
871,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 1632.0
873,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 42.0
886,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,300 vs 1413.0
917,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 2676.0
919,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 9155.0
945,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 95.0
954,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,-100 vs 989.0
981,orders.csv,total_amount,Mismatch with quantity×price,Accuracy,500 vs 3265.0
0,customers.csv,phone,Wrong data type (should be str),Data Type,
1,customers.csv,phone,Wrong data type (should be str),Data Type,5895790679.0
2,customers.csv,phone,Wrong data type (should be str),Data Type,
3,customers.csv,phone,Wrong data type (should be str),Data Type,3454426564.0
4,customers.csv,phone,Wrong data type (should be str),Data Type,8358273786.0
5,customers.csv,phone,Wrong data type (should be str),Data Type,
6,customers.csv,phone,Wrong data type (should be str),Data Type,1681646798.0
7,customers.csv,phone,Wrong data type (should be str),Data Type,1303860732.0
8,customers.csv,phone,Wrong data type (should be str),Data Type,8537055793.0
9,customers.csv,phone,Wrong data type (should be str),Data Type,5324994778.0
10,customers.csv,phone,Wrong data type (should be str),Data Type,3949869.0
11,customers.csv,phone,Wrong data type (should be str),Data Type,3307981436.0
12,customers.csv,phone,Wrong data type (should be str),Data Type,1356531284.0
13,customers.csv,phone,Wrong data type (should be str),Data Type,6862057606.0
14,customers.csv,phone,Wrong data type (should be str),Data Type,8817153044.0
15,customers.csv,phone,Wrong data type (should be str),Data Type,9940777044.0
16,customers.csv,email,Wrong data type (should be str),Data Type,
16,customers.csv,phone,Wrong data type (should be str),Data Type,913616877.0
17,customers.csv,phone,Wrong data type (should be str),Data Type,8977375009.0
18,customers.csv,phone,Wrong data type (should be str),Data Type,908180019.0
19,customers.csv,phone,Wrong data type (should be str),Data Type,1654472035.0
20,customers.csv,phone,Wrong data type (should be str),Data Type,5682587157.0
21,customers.csv,phone,Wrong data type (should be str),Data Type,3918732375.0
22,customers.csv,phone,Wrong data type (should be str),Data Type,4588343711.0
23,customers.csv,phone,Wrong data type (should be str),Data Type,6184004342.0
24,customers.csv,phone,Wrong data type (should be str),Data Type,3681329374.0
25,customers.csv,phone,Wrong data type (should be str),Data Type,3735760040.0
26,customers.csv,email,Wrong data type (should be str),Data Type,
26,customers.csv,phone,Wrong data type (should be str),Data Type,2604231807.0
27,customers.csv,phone,Wrong data type (should be str),Data Type,2405787778.0
28,customers.csv,phone,Wrong data type (should be str),Data Type,7154527238.0
29,customers.csv,phone,Wrong data type (should be str),Data Type,7455913063.0
30,customers.csv,phone,Wrong data type (should be str),Data Type,2266896280.0
31,customers.csv,phone,Wrong data type (should be str),Data Type,2446712388.0
32,customers.csv,phone,Wrong data type (should be str),Data Type,2521976976.0
33,customers.csv,phone,Wrong data type (should be str),Data Type,5148922288.0
34,customers.csv,phone,Wrong data type (should be str),Data Type,6946695171.0
35,customers.csv,phone,Wrong data type (should be str),Data Type,8658621060.0
36,customers.csv,phone,Wrong data type (should be str),Data Type,
37,customers.csv,email,Wrong data type (should be str),Data Type,
37,customers.csv,phone,Wrong data type (should be str),Data Type,
38,customers.csv,phone,Wrong data type (should be str),Data Type,9318635330.0
39,customers.csv,email,Wrong data type (should be str),Data Type,
39,customers.csv,phone,Wrong data type (should be str),Data Type,1545204463.0
40,customers.csv,phone,Wrong data type (should be str),Data Type,4635522470.0
41,customers.csv,email,Wrong data type (should be str),Data Type,
41,customers.csv,phone,Wrong data type (should be str),Data Type,5927903769.0
42,customers.csv,phone,Wrong data type (should be str),Data Type,2825291345.0
43,customers.csv,email,Wrong data type (should be str),Data Type,
43,customers.csv,phone,Wrong data type (should be str),Data Type,9524381849.0
44,customers.csv,phone,Wrong data type (should be str),Data Type,7937058581.0
45,customers.csv,phone,Wrong data type (should be str),Data Type,8544014031.0
46,customers.csv,phone,Wrong data type (should be str),Data Type,7267257133.0
47,customers.csv,email,Wrong data type (should be str),Data Type,
47,customers.csv,phone,Wrong data type (should be str),Data Type,2868207632.0
48,customers.csv,phone,Wrong data type (should be str),Data Type,9595201998.0
49,customers.csv,email,Wrong data type (should be str),Data Type,
49,customers.csv,phone,Wrong data type (should be str),Data Type,5388267637.0
50,customers.csv,phone,Wrong data type (should be str),Data Type,1428873001.0
51,customers.csv,phone,Wrong data type (should be str),Data Type,7266798642.0
52,customers.csv,phone,Wrong data type (should be str),Data Type,9954968366.0
53,customers.csv,phone,Wrong data type (should be str),Data Type,3531059459.0
54,customers.csv,phone,Wrong data type (should be str),Data Type,
55,customers.csv,phone,Wrong data type (should be str),Data Type,1622064352.0
56,customers.csv,phone,Wrong data type (should be str),Data Type,6775002086.0
57,customers.csv,phone,Wrong data type (should be str),Data Type,
58,customers.csv,phone,Wrong data type (should be str),Data Type,9814128595.0
59,customers.csv,phone,Wrong data type (should be str),Data Type,9077445586.0
60,customers.csv,phone,Wrong data type (should be str),Data Type,1811704331.0
61,customers.csv,phone,Wrong data type (should be str),Data Type,7507159498.0
62,customers.csv,email,Wrong data type (should be str),Data Type,
62,customers.csv,phone,Wrong data type (should be str),Data Type,
63,customers.csv,phone,Wrong data type (should be str),Data Type,3599920594.0
64,customers.csv,phone,Wrong data type (should be str),Data Type,4682565667.0
65,customers.csv,phone,Wrong data type (should be str),Data Type,7180853488.0
66,customers.csv,email,Wrong data type (should be str),Data Type,
66,customers.csv,phone,Wrong data type (should be str),Data Type,5313865426.0
67,customers.csv,phone,Wrong data type (should be str),Data Type,3336847076.0
68,customers.csv,email,Wrong data type (should be str),Data Type,
68,customers.csv,phone,Wrong data type (should be str),Data Type,9393026977.0
69,customers.csv,phone,Wrong data type (should be str),Data Type,
70,customers.csv,phone,Wrong data type (should be str),Data Type,7630824242.0
71,customers.csv,phone,Wrong data type (should be str),Data Type,1875768798.0
72,customers.csv,phone,Wrong data type (should be str),Data Type,
73,customers.csv,phone,Wrong data type (should be str),Data Type,5184850179.0
74,customers.csv,phone,Wrong data type (should be str),Data Type,9523843366.0
75,customers.csv,phone,Wrong data type (should be str),Data Type,7572969385.0
76,customers.csv,phone,Wrong data type (should be str),Data Type,539630138.0
77,customers.csv,phone,Wrong data type (should be str),Data Type,5683535029.0
78,customers.csv,phone,Wrong data type (should be str),Data Type,3854867646.0
79,customers.csv,phone,Wrong data type (should be str),Data Type,1164738979.0
80,customers.csv,phone,Wrong data type (should be str),Data Type,8450914485.0
81,customers.csv,phone,Wrong data type (should be str),Data Type,3266652285.0
82,customers.csv,phone,Wrong data type (should be str),Data Type,1867311579.0
83,customers.csv,email,Wrong data type (should be str),Data Type,
83,customers.csv,phone,Wrong data type (should be str),Data Type,8518723523.0
84,customers.csv,phone,Wrong data type (should be str),Data Type,4444809181.0
85,customers.csv,email,Wrong data type (should be str),Data Type,
85,customers.csv,phone,Wrong data type (should be str),Data Type,7556575184.0
86,customers.csv,phone,Wrong data type (should be str),Data Type,2476499327.0
87,customers.csv,phone,Wrong data type (should be str),Data Type,6719348111.0
88,customers.csv,phone,Wrong data type (should be str),Data Type,6844763752.0
89,customers.csv,email,Wrong data type (should be str),Data Type,
89,customers.csv,phone,Wrong data type (should be str),Data Type,8392230504.0
90,customers.csv,phone,Wrong data type (should be str),Data Type,6034014790.0
91,customers.csv,phone,Wrong data type (should be str),Data Type,
92,customers.csv,phone,Wrong data type (should be str),Data Type,5458093860.0
93,customers.csv,email,Wrong data type (should be str),Data Type,
93,customers.csv,phone,Wrong data type (should be str),Data Type,761745282.0
94,customers.csv,phone,Wrong data type (should be str),Data Type,9099193211.0
95,customers.csv,phone,Wrong data type (should be str),Data Type,6369971311.0
96,customers.csv,phone,Wrong data type (should be str),Data Type,3239917700.0
97,customers.csv,phone,Wrong data type (should be str),Data Type,8030424500.0
98,customers.csv,phone,Wrong data type (should be str),Data Type,8606672201.0
99,customers.csv,phone,Wrong data type (should be str),Data Type,8452758312.0
100,customers.csv,phone,Wrong data type (should be str),Data Type,6354531628.0
101,customers.csv,phone,Wrong data type (should be str),Data Type,8235488538.0
102,customers.csv,email,Wrong data type (should be str),Data Type,
102,customers.csv,phone,Wrong data type (should be str),Data Type,
103,customers.csv,phone,Wrong data type (should be str),Data Type,1495095110.0
104,customers.csv,phone,Wrong data type (should be str),Data Type,4377029134.0
105,customers.csv,phone,Wrong data type (should be str),Data Type,
106,customers.csv,phone,Wrong data type (should be str),Data Type,3376810999.0
107,customers.csv,phone,Wrong data type (should be str),Data Type,4171395602.0
108,customers.csv,email,Wrong data type (should be str),Data Type,
108,customers.csv,phone,Wrong data type (should be str),Data Type,1059783400.0
109,customers.csv,phone,Wrong data type (should be str),Data Type,
110,customers.csv,phone,Wrong data type (should be str),Data Type,2593247184.0
111,customers.csv,phone,Wrong data type (should be str),Data Type,4776684136.0
112,customers.csv,phone,Wrong data type (should be str),Data Type,
113,customers.csv,phone,Wrong data type (should be str),Data Type,2602300327.0
114,customers.csv,phone,Wrong data type (should be str),Data Type,1398021812.0
115,customers.csv,phone,Wrong data type (should be str),Data Type,9181084668.0
116,customers.csv,phone,Wrong data type (should be str),Data Type,8563363738.0
117,customers.csv,phone,Wrong data type (should be str),Data Type,6860470868.0
118,customers.csv,phone,Wrong data type (should be str),Data Type,5536881583.0
119,customers.csv,phone,Wrong data type (should be str),Data Type,3839317639.0
120,customers.csv,phone,Wrong data type (should be str),Data Type,
121,customers.csv,phone,Wrong data type (should be str),Data Type,8285025223.0
122,customers.csv,phone,Wrong data type (should be str),Data Type,8078047742.0
123,customers.csv,email,Wrong data type (should be str),Data Type,
123,customers.csv,phone,Wrong data type (should be str),Data Type,23091286.0
124,customers.csv,phone,Wrong data type (should be str),Data Type,928260990.0
125,customers.csv,email,Wrong data type (should be str),Data Type,
125,customers.csv,phone,Wrong data type (should be str),Data Type,4556502928.0
126,customers.csv,phone,Wrong data type (should be str),Data Type,6156863473.0
127,customers.csv,phone,Wrong data type (should be str),Data Type,6478817991.0
128,customers.csv,phone,Wrong data type (should be str),Data Type,6257818001.0
129,customers.csv,phone,Wrong data type (should be str),Data Type,6771905296.0
130,customers.csv,phone,Wrong data type (should be str),Data Type,5719117247.0
131,customers.csv,phone,Wrong data type (should be str),Data Type,1533107405.0
132,customers.csv,phone,Wrong data type (should be str),Data Type,7933138155.0
133,customers.csv,phone,Wrong data type (should be str),Data Type,5443956659.0
134,customers.csv,phone,Wrong data type (should be str),Data Type,7328344068.0
135,customers.csv,phone,Wrong data type (should be str),Data Type,1092795506.0
136,customers.csv,email,Wrong data type (should be str),Data Type,
136,customers.csv,phone,Wrong data type (should be str),Data Type,9567172180.0
137,customers.csv,phone,Wrong data type (should be str),Data Type,7065819383.0
138,customers.csv,phone,Wrong data type (should be str),Data Type,2408904825.0
139,customers.csv,phone,Wrong data type (should be str),Data Type,3494348407.0
140,customers.csv,phone,Wrong data type (should be str),Data Type,7467469067.0
141,customers.csv,phone,Wrong data type (should be str),Data Type,
142,customers.csv,phone,Wrong data type (should be str),Data Type,8618075189.0
143,customers.csv,phone,Wrong data type (should be str),Data Type,2126056654.0
144,customers.csv,phone,Wrong data type (should be str),Data Type,1518443669.0
145,customers.csv,phone,Wrong data type (should be str),Data Type,6153416916.0
146,customers.csv,phone,Wrong data type (should be str),Data Type,7061400136.0
147,customers.csv,phone,Wrong data type (should be str),Data Type,4047395252.0
148,customers.csv,phone,Wrong data type (should be str),Data Type,5721392412.0
149,customers.csv,phone,Wrong data type (should be str),Data Type,6041317241.0
150,customers.csv,phone,Wrong data type (should be str),Data Type,7643395737.0
151,customers.csv,phone,Wrong data type (should be str),Data Type,3002783719.0
152,customers.csv,phone,Wrong data type (should be str),Data Type,4751064050.0
153,customers.csv,phone,Wrong data type (should be str),Data Type,2782815094.0
154,customers.csv,phone,Wrong data type (should be str),Data Type,6561484915.0
155,customers.csv,phone,Wrong data type (should be str),Data Type,546404898.0
156,customers.csv,phone,Wrong data type (should be str),Data Type,7507875603.0
157,customers.csv,phone,Wrong data type (should be str),Data Type,3272448030.0
158,customers.csv,phone,Wrong data type (should be str),Data Type,
159,customers.csv,phone,Wrong data type (should be str),Data Type,7215746261.0
160,customers.csv,phone,Wrong data type (should be str),Data Type,3912455390.0
161,customers.csv,phone,Wrong data type (should be str),Data Type,2651768975.0
162,customers.csv,phone,Wrong data type (should be str),Data Type,
163,customers.csv,phone,Wrong data type (should be str),Data Type,9674344550.0
164,customers.csv,email,Wrong data type (should be str),Data Type,
164,customers.csv,phone,Wrong data type (should be str),Data Type,9409020396.0
165,customers.csv,phone,Wrong data type (should be str),Data Type,2492221864.0
166,customers.csv,phone,Wrong data type (should be str),Data Type,7565145659.0
167,customers.csv,email,Wrong data type (should be str),Data Type,
167,customers.csv,phone,Wrong data type (should be str),Data Type,1933492581.0
168,customers.csv,phone,Wrong data type (should be str),Data Type,5879176924.0
169,customers.csv,phone,Wrong data type (should be str),Data Type,4427264902.0
170,customers.csv,email,Wrong data type (should be str),Data Type,
170,customers.csv,phone,Wrong data type (should be str),Data Type,5836440087.0
171,customers.csv,email,Wrong data type (should be str),Data Type,
